"hora_id_ref","id_linha","sentido_linha","let_cod_linha","let_destino","let_origem","meta_qtde_onibus"
"00",33726,2,"3020-10","SHOP. ARICANDUVA","COHAB JOSÉ BONIFÁCIO ",1
"00",34946,2,"4004-10","BARRO BRANCO","TERM. CID. TIRADENTES",1
"00",2418,1,"N737-11","PQ. DO LAGO","TERM. JD. ÂNGELA",1
"00",34008,2,"677Y-10","TERM. CAPELINHA","JD. GUARUJÁ",1
"00",422,1,"846M-10","TERM. PINHEIROS","VL. PIAUÍ",1
"00",33707,2,"2725-10","JD. SÃO CARLOS","METRÔ ARTUR ALVIM",1
"00",2284,1,"N103-11","TERM. LAPA","TERM. PIRITUBA",1
"00",33929,2,"6074-10","EST. JURUBATUBA","JD. GAIVOTAS",1
"00",33700,2,"2719-10","METRÔ VL. MATILDE","ERMELINO MATARAZZO",2
"00",2338,1,"N304-11","TERM. ARICANDUVA","TERM. SÃO MIGUEL",1
"00",1635,1,"5026-10","JD. SÃO ROBERTO","CONJ. TEOTÔNIO VILELA",1
"00",35091,2,"N234-11","LGO. DO PERY","METRÔ TUCURUVI",1
"00",1354,1,"3737-31","CIRCULAR","METRÔ GUILHERMINA/ESPERANÇA ",1
"00",34387,2,"354M-10","TERM. SÃO MATEUS","TERM. SÃO MIGUEL",2
"00",33211,2,"8677-10","LGO. DO PAISSANDÚ","JD. LÍBANO",2
"00",776,1,"7040-10","PINHEIROS","PARAISÓPOLIS",1
"00",2395,1,"N604-11","TERM. PQ. D. PEDRO II","METRÔ JABAQUARA",1
"00",921,1,"2708-10","METRÔ ITAQUERA","JD. LAJEADO",2
"00",247,1,"3462-10","METRÔ TATUAPÉ","VL. SANTANA",2
"00",1264,1,"8300-10","TERM. LAPA","TERM. PIRITUBA",1
"00",659,1,"1156-10","PÇA. DO CORREIO","VL. SABRINA",1
"00",945,1,"2730-10","METRÔ ARTUR ALVIM","VL. JACUI",1
"00",33432,2,"172N-10","METRÔ BELÉM","SHOP. CENTER NORTE",2
"00",33934,2,"6078-10","SHOP. INTERLAGOS","CANTINHO DO CÉU",2
"00",33387,2,"971V-10","SHOP. CENTER NORTE","JD. VISTA ALEGRE",4
"00",33275,2,"775P-10","METRÔ ANA ROSA","JD. GUARAÚ",1
"00",35110,2,"N308-11","TERM. PQ. D. PEDRO II","METRÔ ITAQUERA",1
"00",910,1,"2202-10","CPTM GUAIANASES","JD. DAS OLIVEIRAS",2
"00",2536,1,"513C-31","E.T. ITAQUERA","VL. CALIFÓRNIA",1
"00",33990,2,"6045-10","STO. AMARO","VALO VELHO",1
"00",33160,2,"273X-10","METRÔ ARTUR ALVIM","JD. DAS OLIVEIRAS",5
"00",2450,1,"189L-10","LAPA","CONEXÃO VL. IÓRIO",1
"00",33821,2,"3762-10","METRÔ TATUAPÉ","JD. IVA",1
"00",34948,2,"4006-10","CIRCULAR","JD. NOVA VITÓRIA",1
"00",1225,1,"6050-10","TERM. GRAJAÚ","PQ. COCAIA",1
"00",1531,1,"3725-41","VL. ARICANDUVA","METRÔ VL. MATILDE",1
"00",2430,1,"N831-11","PQ. DA LAPA","TERM. LAPA",1
"00",1748,1,"6816-31","TERM. CAPELINHA","JD. MITSUTANI",3
"00",469,1,"719R-10","METRÔ BARRA FUNDA","RIO PEQUENO",1
"00",33550,2,"745M-10","SHOP. SP MARKET","CAMPO LIMPO",2
"00",2548,1,"4021-10","VL. CHUCA","METRÔ ITAQUERA",1
"00",33941,2,"6L05-10","TERM. PARELHEIROS","BARRAGEM",1
"00",1112,1,"476G-41","METRÔ ANA ROSA","VL. INDUSTRIAL",1
"00",34036,2,"9012-10","TERM. LAPA","ITABERABA",1
"00",2355,1,"N343-11","METRÔ ITAQUERA","TERM. A. E. CARVALHO",1
"00",259,1,"2058-10","CPTM GUAIANASES","TERM. SÃO MIGUEL",1
"00",33502,2,"3141-10","TERM. PQ. D. PEDRO II","SÃO MATEUS",1
"00",810,1,"9191-10","BOM RETIRO","JD. ELISA MARIA",1
"00",34105,2,"817C-10","HOSP. DAS CLÍNICAS","LAPA",1
"00",2451,1,"139A-10","LAPA","VL. IÓRIO",1
"00",33017,2,"233A-10","TERM. VL. CARRÃO","JD. HELENA",1
"00",1898,1,"7062-10","TERM. CAMPO LIMPO","INOCOOP CAMPO LIMPO",1
"00",33549,2,"736I-10","STO. AMARO","JD. INGÁ",1
"00",2311,1,"N201-11","TERM. PQ. D. PEDRO II","METRÔ TUCURUVI",1
"00",35149,2,"N507-11","METRÔ SANTANA","TERM. VL. PRUDENTE",1
"00",33556,2,"746P-10","STO. AMARO","PARAISÓPOLIS",2
"00",33595,2,"9784-10","METRÔ BARRA FUNDA","JD. DOS FRANCOS",2
"00",35170,2,"N637-11","VL. MISSIONÁRIA","METRÔ JABAQUARA",1
"00",993,1,"3134-10","METRÔ TAMANDUATEÍ","SHOP. ARICANDUVA",1
"00",33842,2,"3796-10","METRÔ ITAQUERA","GLEBA DO PESSEGO",1
"00",2201,1,"407R-10","METRÔ BELÉM","TERM. VL. CARRÃO",1
"00",34454,2,"575C-10","VL MATIAS","IPIRANGA",1
"00",2271,1,"7062-41","HORTO DO YPÊ","METRÔ CAMPO LIMPO",1
"00",289,1,"4284-10","TERM. VL. PRUDENTE","VL. CALIFÓRNIA",1
"00",1166,1,"6078-10","SHOP. INTERLAGOS","CANTINHO DO CÉU",1
"00",33117,2,"478P-10","VL. ROMANA","SACOMÃ",1
"00",938,1,"2724-10","CONJ. ARAUCÁRIA","METRÔ ARTUR ALVIM",8
"00",35254,2,"1012-10","JD. MONTE BELO","TERM. JD. BRITANIA",1
"00",2146,1,"4053-10","CPTM GUAIANASES","GUAIANASES",2
"00",1144,1,"6052-10","TERM. VARGINHA","JD. SETE DE SETEMBRO",1
"00",33477,2,"971D-10","SHOP. CENTER NORTE","JD. DAMASCENO",3
"00",114,1,"695D-10","METRÔ JABAQUARA","JD. STA. BARBARA",6
"00",35201,2,"N834-11","TERM. PINHEIROS","TERM. LAPA",1
"00",33619,2,"1709-10","METRÔ TUCURUVI","JD. JOANA D'ARC",1
"00",35147,2,"N505-11","TERM. PINHEIROS","TERM. SACOMÃ",1
"00",33697,2,"2716-10","METRÔ PENHA","CHÁC. CRUZ. DO SUL",1
"00",35039,2,"7062-41","HORTO DO YPÊ","METRÔ CAMPO LIMPO",1
"00",1108,1,"4729-10","METRÔ BELÉM","PQ. BANCÁRIO",1
"00",34393,2,"5141-10","PÇA. DO CORREIO","TERM. SAPOPEMBA",1
"00",32827,2,"6450-10","TERM. BANDEIRA","TERM. CAPELINHA",3
"00",846,1,"1702-10","TIETÊ","JOVA RURAL",1
"00",2476,1,"1701-21","METRÔ TUCURUVI","JOVA RURAL",1
"00",33783,2,"372F-10","METRÔ BRESSER","UNIV. SÃO JUDAS TADEU",3
"00",33577,2,"9188-10","LAPA","CAPELA DA LAGOA ",1
"00",2211,1,"519M-10","MUSEU DO IPIRANGA","SÃO MATEUS",1
"00",35092,2,"N235-11","PEDRA BRANCA","METRÔ SANTANA",1
"00",35191,2,"N742-11","TERM. PINHEIROS","TERM. JOÃO DIAS",1
"00",2411,1,"N706-11","TERM. PINHEIROS","TERM. CAMPO LIMPO",1
"00",578,1,"8548-10","TERM. LAPA","PARADA DE TAIPAS",1
"00",33100,2,"4708-10","METRÔ VL. MARIANA","JD. CLÍMAX",1
"00",33242,2,"775N-10","METRÔ VL. MADALENA","RIO PEQUENO",1
"00",35015,2,"2105-10","LGO. DA CONCÓRDIA","JD. FILHOS DA TERRA",2
"00",2432,1,"N833-11","CEASA","TERM. PINHEIROS",1
"00",33646,2,"9011-10","TERM. CACHOEIRINHA","CPTM JARAGUÁ",4
"00",34722,2,"7011-31","JD. ÂNGELA","JD. DOS REIS",1
"00",33714,2,"2731-10","METRÔ ITAQUERA","VL. PROGRESSO",1
"00",33359,2,"978J-10","TERM. PRINC. ISABEL","VOITH",2
"00",2162,1,"8027-10","BUTANTÃ","VL. DALVA",1
"00",29,1,"6803-10","TERM. JOÃO DIAS","JD. CAPELINHA",1
"00",899,1,"2013-10","CACHOEIRINHA","COHAB ANTÁRTICA",1
"00",1078,1,"3098-10","SHOP. ARICANDUVA","JD. SÃO FRANCISCO",1
"00",33935,2,"6L11-10","TERM. GRAJAÚ","ILHA DO BORORÉ",2
"00",2283,1,"N102-11","TERM. PQ. D. PEDRO II","TERM. LAPA",1
"00",34645,2,"8700-10","PÇA. RAMOS DE AZEVEDO","TERM. CAMPO LIMPO",1
"00",33144,2,"2626-10","TERM. PQ. D. PEDRO II","JD. NAZARÉ",3
"00",2408,1,"N703-11","TERM. STO. AMARO","TERM. JD. ÂNGELA",1
"00",1119,1,"5015-10","METRÔ JABAQUARA","JD. SÃO JORGE",1
"00",2560,1,"4035-10","METRÔ ITAQUERA","GUAIANASES",1
"00",711,1,"2002-10","TERM. BANDEIRA","TERM. PQ. D. PEDRO II",1
"00",32903,2,"2363-10","TERM. PQ. D. PEDRO II","JD. DANFER",1
"00",609,1,"875A-10","PERDIZES","AEROPORTO",1
"00",1116,1,"5012-10","JABAQUARA","VL. GUACURI",9
"00",1028,1,"3731-10","METRÔ VL. MATILDE","SHOP. ARICANDUVA",10
"00",222,1,"273D-10","METRÔ ARTUR ALVIM","PQ. D. JOÃO NERY",2
"00",32908,2,"2522-10","METRÔ ITAQUERA","JD. STO. ANTÔNIO",1
"00",33924,2,"6071-10","TERM. STO. AMARO","JD. ORION",1
"00",34839,2,"8019-10","METRÔ BUTANTÃ","PQ. CONTINENTAL",1
"00",33479,2,"2002-10","TERM. BANDEIRA","TERM. PQ. D. PEDRO II",1
"00",2070,1,"8018-10","METRÔ MORUMBI","VL. SÔNIA",1
"00",1851,1,"5109-10","TERM. MERCADO","TERM. VL. PRUDENTE",4
"00",34113,2,"8015-10","TERM. PIRITUBA","CEM. DE PERUS",2
"00",1105,1,"414P-10","TERM. NORTE METRÔ CARRÃO","VL. INDUSTRIAL",1
"00",306,1,"477U-10","METRÔ VL. MARIANA","HELIÓPOLIS",1
"00",2288,1,"N132-11","PQ. SÃO DOMINGOS","TERM. PIRITUBA",1
"00",2158,1,"4024-10","E.T. ITAQUERA","COHAB FAZENDA DO CARMO",1
"00",33042,2,"5652-10","PÇA. DA SÉ","JD. IV CENTENÁRIO",3
"00",1616,1,"5164-21","PQ. IBIRAPUERA","CID. LEONOR",8
"00",1795,1,"6035-21","TERM. GUARAPIRANGA","VL. GILDA",1
"00",33905,2,"5702-10","METRÔ JABAQUARA","REFÚGIO STA. TEREZINHA",1
"00",34434,2,"5036-10","TERM. SACOMÃ","JD. CELESTE",1
"00",1253,1,"8003-10","TERM. LAPA","REMÉDIOS",1
"00",35176,2,"N703-11","TERM. STO. AMARO","TERM. JD. ÂNGELA",1
"00",2254,1,"809U-10","METRÔ BARRA FUNDA","CID. UNIVERSITÁRIA",1
"00",33777,2,"3712-10","METRÔ ITAQUERA","JD. SÃO JOÃO",1
"00",2452,1,"1034-10","CONEXÃO VL. IÓRIO","VL. IARA",1
"00",962,1,"3026-10","CPTM GUAIANASES","VL. IOLANDA II",2
"00",35094,2,"N237-11","PQ. EDU CHAVES","METRÔ TUCURUVI",1
"00",34659,2,"809P-10","TERM. PINHEIROS","TERM. CAMPO LIMPO",1
"00",880,1,"9032-10","TERM. CACHOEIRINHA","JD. DAMASCENO",1
"00",1248,1,"8252-10","LAPA","METRÔ BARRA FUNDA",1
"00",514,1,"2735-21","METRÔ PENHA","JD. SÃO FRANCISCO",1
"00",106,1,"675G-10","METRÔ JABAQUARA","PQ. RES. COCAIA",2
"00",2486,1,"1012-10","JD. MONTE BELO","TERM. JD. BRITANIA",1
"00",33859,2,"373T-10","METRÔ BRESSER","JD. ITÁPOLIS",5
"00",2083,1,"8026-10","TERM. VL. SÔNIA","JD. INGÁ",1
"00",2319,1,"N209-11","METRÔ SANTANA","TERM. CACHOEIRINHA",1
"00",175,1,"6006-10","SHOP. INTERLAGOS","JD. HERCULANO",1
"00",101,1,"637G-10","PINHEIROS","GRAJAÚ",1
"00",1139,1,"5759-31","METRÔ CONCEIÇÃO","PQ. PRIMAVERA",1
"00",33243,2,"775V-10","ITAIM BIBI","RIO PEQUENO",1
"00",1865,1,"3006-10","CPTM GUAIANASES","JD. FANGANIELO",1
"00",70,1,"5362-10","PÇA. DA SÉ","PQ. RES. COCAIA",1
"00",35116,2,"N336-11","JD. CAMARGO VELHO","TERM. SÃO MIGUEL",1
"00",32860,2,"6031-10","EST. MENDES/VL. NATAL","TERM. GRAJAÚ",1
"00",35196,2,"N801-11","TERM. PQ. D. PEDRO II","METRÔ BUTANTÃ",1
"00",33597,2,"9789-10","METRÔ BARRA FUNDA","JD. PAULISTANO",1
"00",2367,1,"N434-11","JD. IV CENTENÁRIO","TERM. VL. CARRÃO",1
"00",861,1,"172X-10","METRÔ TATUAPÉ","PQ. NOVO MUNDO",1
"00",980,1,"3064-10","CPTM GUAIANASES","CID. TIRADENTES",1
"00",32801,2,"6813-10","TERM. CAPELINHA","JD. LÍDIA",1
"00",33226,2,"9301-10","PÇA. DO CORREIO","TERM. CASA VERDE",1
"00",1308,1,"5185-10","TERM. PQ. D. PEDRO II","TERM. GUARAPIRANGA",1
"00",1693,1,"3721-41","METRÔ ITAQUERA","SHOP. ARICANDUVA",2
"00",2293,1,"N137-11","PERUS","TERM. PIRITUBA",1
"00",32836,2,"675I-10","METRÔ SÃO JUDAS","TERM. JOÃO DIAS",2
"00",1921,1,"2735-10","METRÔ PENHA","JD. KERALUX",1
"00",1054,1,"3763-10","METRÔ TATUAPÉ","TERM. VL. CARRÃO",1
"00",35096,2,"N239-11","VL. NOVA GALVÃO","METRÔ TUCURUVI",1
"00",1666,1,"5036-10","TERM. SACOMÃ","JD. CELESTE",1
"00",1137,1,"5702-10","METRÔ JABAQUARA","REFÚGIO STA. TEREZINHA",1
"00",748,1,"3539-10","METRÔ BRESSER","CID. TIRADENTES",1
"00",2204,1,"407W-10","METRÔ CARRÃO","JD. IV CENTENÁRIO",1
"00",34205,2,"9023-10","TERM. PIRITUBA","PQ. DE TAIPAS",2
"00",33761,2,"3134-10","METRÔ TAMANDUATEÍ","SHOP. ARICANDUVA",1
"00",35276,2,"8700-1","PÇA. RAMOS DE AZEVEDO","TERM. CAMPO LIMPO",1
"00",32892,2,"805L-10","ACLIMAÇÃO","TERM. PRINC. ISABEL",2
"00",33044,2,"3021-10","TERM. VL PRUDENTE","PQ. BANCÁRIO",1
"00",1038,1,"3738-10","METRÔ ITAQUERA","COHAB JUSCELINO",2
"00",1214,1,"6036-10","TERM. CAPELINHA","JD. MACEDÔNIA",1
"00",1916,1,"807M-10","SHOP. MORUMBI","TERM. CAMPO LIMPO",3
"00",863,1,"1720-10","CANTAREIRA","JD. GUANCÃ",2
"00",1,1,"5119-10","LGO. SÃO FRANCISCO","TERM. CAPELINHA",4
"00",2497,1,"1020-10","CONEXÃO VL. IÓRIO ","PERUS",1
"00",2317,1,"N207-11","TERM. PQ. D. PEDRO II","TERM. CASA VERDE",1
"00",1887,1,"7053-10","TERM. CAMPO LIMPO","JD. MACEDÔNIA",1
"00",34928,2,"4310-10","TERM. PQ. D. PEDRO II","E.T. ITAQUERA",4
"00",35053,2,"N104-11","TERM. LAPA","TERM. PIRITUBA",1
"00",1722,1,"7001-10","JD. ÂNGELA","VL. GILDA",2
"00",34856,2,"9050-10","ITAIM BIBI","TERM. LAPA",1
"00",34652,2,"7050-10","TERM. CAMPO LIMPO","JD. DAS ROSAS",1
"00",34668,2,"807A-10","TERM. STO. AMARO","TERM. CAMPO LIMPO",2
"00",1043,1,"3743-10","METRÔ ITAQUERA","SÃO MATEUS",1
"00",713,1,"2100-10","PÇA. DA SÉ","TERM. VL. CARRÃO",1
"00",33253,2,"702C-10","METRÔ BELÉM","JD. BONFIGLIOLI",2
"00",32837,2,"5317-10","PÇA. DO CORREIO","SESC/ORION",3
"00",33899,2,"546A-10","STO. AMARO","JD. APURÁ",1
"00",33470,2,"271A-10","METRÔ SANTANA","TERM. PENHA",2
"00",32990,2,"273D-10","METRÔ ARTUR ALVIM","PQ. D. JOÃO NERY",1
"00",35070,2,"1024-10","CONEXÃO PETRÔNIO PORTELA","JD. CAROMBÉ",1
"00",2194,1,"407A-10","LGO. DA CONCÓRDIA","SHOP. ARICANDUVA",2
"00",33893,2,"5123-10","HOSP. SÃO PAULO","JD. MIRIAM",1
"00",33079,2,"314V-10","PÇA. ALMEIDA JR.","VL. EMA",1
"00",33633,2,"1730-10","METRÔ SANTANA","CENTER NORTE",1
"00",832,1,"1018-10","METRÔ SANTANA","VL. ROSA",1
"00",925,1,"2711-10","METRÔ PATRIARCA","PONTE RASA",1
"00",1639,1,"574C-10","DIV. DE SÃO CAETANO","SÃO MATEUS",1
"00",35097,2,"N240-11","CACHOEIRA","METRÔ SANTANA   ",1
"00",687,1,"351F-10","TERM. VL. CARRÃO","JAÇANÃ",1
"00",34884,2,"908T-10","BUTANTÃ","TERM. PQ. D. PEDRO II",1
"00",2081,1,"8073-10","TERM. VL. SÔNIA","JD. GUARAÚ",1
"00",399,1,"2780-10","METRÔ ITAQUERA","JD. CAMARGO NOVO",1
"00",2424,1,"N743-11","JD. PLANALTO","TERM. JOÃO DIAS",1
"00",33157,2,"273J-10","METRÔ PENHA","JD. ROMANO",3
"00",33867,2,"4029-10","TERM. VL PRUDENTE","SÃO MATEUS",1
"00",34851,2,"8026-10","TERM. VL. SÔNIA","JD. INGÁ",1
"00",33348,2,"8549-10","PÇA. DO CORREIO","TAIPAS",2
"00",288,1,"4222-10","MOOCA","PQ. STA. MADALENA",1
"00",34453,2,"574J-10","TERM. VL. CARRÃO","METRÔ CONCEIÇÃO",2
"00",33614,2,"1702-10","TIETÊ","JOVA RURAL",2
"00",2365,1,"N432-11","JD. STO. ANDRÉ","TERM. SÃO MATEUS",1
"00",34977,2,"5110-10","TERM. MERCADO","TERM. SÃO MATEUS",5
"00",33729,2,"3025-10","CPTM GUAIANASES","JD. WILMA FLOR",2
"00",671,1,"1732-10","TERM. AMARAL GURGEL","VL. SABRINA",1
"00",224,1,"273L-10","METRÔ ARTUR ALVIM","CPTM JOSÉ BONIFÁCIO",1
"00",33089,2,"4114-10","TERM. PQ. D. PEDRO II","JD. DA SAÚDE",1
"00",1330,1,"702U-10","TERM. PQ. D. PEDRO II","CID. UNIVERSITÁRIA",1
"00",249,1,"233A-10","TERM. VL. CARRÃO","JD. HELENA",1
"00",34370,2,"637A-22","TERM. JD. ÂNGELA","ITAIM BIBI",1
"00",223,1,"273G-10","METRÔ ARTUR ALVIM","JD. HELENA",5
"00",33488,2,"3032-10","CIRCULAR","TERM. VL. CARRÃO",1
"00",1812,1,"1178-31","PÇA. DO CORREIO","SÃO MIGUEL",1
"00",33315,2,"1756-10","METRÔ SANTANA","PEDRA BRANCA",1
"00",2118,1,"7016-10","TERM. STO. AMARO","JD. ÂNGELA",1
"00",35056,2,"N132-11","PQ. SÃO DOMINGOS","TERM. PIRITUBA",1
"00",34886,2,"7016-10","TERM. STO. AMARO","JD. ÂNGELA",1
"00",32884,2,"9300-10","TERM. PQ. D. PEDRO II","TERM. CASA VERDE",1
"00",33555,2,"746K-10","CAMPO BELO","PARAISÓPOLIS",1
"00",2352,1,"N340-11","JD. STO. ANTÔNIO","METRÔ ITAQUERA",1
"00",35075,2,"809U-21","METRÔ VILA MADALENA","METRÔ BARRA FUNDA",1
"00",1146,1,"6055-10","SHOP. INTERLAGOS (VIA JD. SÃO BERNARDO)","EST. MENDES/VL. NATAL",1
"00",33804,2,"3736-10","METRÔ ARTUR ALVIM","JD. NSA. SRA. DO CARMO",1
"00",33639,2,"9004-10","TERM. CACHOEIRINHA","JD. ELISA MARIA",1
"00",1003,1,"342N-10","E.T. ITAQUERA","COHAB PRES. JUSCELINO KUBITSCHECK",1
"00",166,1,"3686-10","TERM. PQ. D. PEDRO II","JD. SÃO PAULO",2
"00",33001,2,"2755-10","METRÔ PENHA","GUAIANASES",5
"00",35300,2,"8028-10","METRÔ MORUMBI","PARAISÓPOLIS",2
"00",335,1,"4717-10","METRÔ SAÚDE","JD. MARIA ESTELA",1
"00",1662,1,"5032-10","TERM. SACOMÃ","VL. ARAPUÁ",1
"00",33818,2,"3756-10","METRÔ ITAQUERA ","BARRO BRANCO",1
"00",705,1,"272N-10","PQ. D. PEDRO II","PQ. NOVO MUNDO",1
"00",35274,2,"8000-1","PÇA. RAMOS DE AZEVEDO","TERM. LAPA",1
"00",33471,2,"271A-51","METRÔ SANTANA","CANGAÍBA",2
"00",32912,2,"2762-10","METRÔ TATUAPÉ","ERMELINO MATARAZZO",2
"00",33139,2,"2080-10","TERM. ARICANDUVA","CID. KEMEL",1
"00",704,1,"271P-10","PÇA DO CORREIO","CANGAÍBA",1
"00",35164,2,"N631-11","TERM. STO. AMARO","TERM. GRAJAÚ",1
"00",1884,1,"7050-10","TERM. CAMPO LIMPO","JD. DAS ROSAS",1
"00",112,1,"677V-10","EST. GRAJAÚ","JD. ALPINO",1
"00",692,1,"2123-10","LIBERDADE","VL. MEDEIROS",1
"00",33018,2,"2523-10","TERM. A. E. CARVALHO","VL. PROGRESSO",6
"00",32824,2,"6048-10","STO. AMARO","CAPÃO REDONDO",1
"00",1989,1,"7021-10","TERM. JOÃO DIAS","JD. MARACÁ",1
"00",1665,1,"5033-10","TERM. SACOMÃ","VL. BRASILINA",1
"00",1889,1,"7060-10","TERM. CAMPO LIMPO","VALO VELHO",2
"00",2348,1,"N336-11","JD. CAMARGO VELHO","TERM. SÃO MIGUEL",1
"00",290,1,"4288-10","TERM. PQ. D. PEDRO II","PQ. STA. MADALENA",1
"00",1629,1,"574W-10","METRÔ BELÉM","JD. WALKIRIA",1
"00",2380,1,"N506-11","METRÔ VL. MADALENA","TERM. SACOMÃ",1
"00",35059,2,"N135-11","JD. DONÁRIA","TERM. PIRITUBA",1
"00",1062,1,"3778-10","METRÔ CARRÃO","JD. STA. TEREZINHA",2
"00",35187,2,"N738-11","PQ. DO LAGO","TERM. GUARAPIRANGA",1
"00",1091,1,"373T-10","METRÔ BRESSER","JD. ITÁPOLIS",3
"00",326,1,"4286-10","TERM. VL PRUDENTE","VL. INDUSTRIAL",1
"00",939,1,"2725-10","JD. SÃO CARLOS","METRÔ ARTUR ALVIM",7
"00",310,1,"314J-10","PÇA. ALMEIDA JR.","PQ. STA. MADALENA",1
"00",35188,2,"N739-11","JD. UNIVERSAL","TERM. CAPELINHA",1
"00",35107,2,"N305-11","CPTM GUAIANASES","TERM. SÃO MIGUEL",1
"00",1055,1,"3766-10","METRÔ ITAQUERA","COHAB II",10
"00",597,1,"5290-10","TERM. PQ. D. PEDRO II","DIV. DIADEMA",1
"00",35267,2,"2033-10","SHOP. D","VL. SABRINA",1
"00",32882,2,"695D-10","METRÔ JABAQUARA","JD. STA. BARBARA",2
"00",430,1,"8544-10","PÇA. DO CORREIO","CID. D'ABRIL 3ª GLEBA",1
"00",2074,1,"8023-10","TERM. VL. SÔNIA","CDHU MUNCK",1
"00",35182,2,"N733-11","VL. GILDA","TERM. JD. ÂNGELA",1
"00",1154,1,"6069-10","TERM. STO. AMARO","JD. SÃO BERNARDO",1
"00",35132,2,"N431-11","JD. LIMOEIRO","TERM. SÃO MATEUS",1
"00",2015,1,"546J-31","STO. AMARO","JD. SELMA",1
"00",33476,2,"9354-10","PÇA. DO CORREIO","TERM. CACHOEIRINHA",2
"00",1671,1,"514T-10","CONJ. HAB. TEOTÔNIO VILELA","TERM. SACOMÃ",1
"00",35214,2,"3051-10","TERM. A. E. CARVALHO","ERMELINO MATARAZZO",2
"00",33006,2,"2756-10","METRÔ PATRIARCA","GUAIANASES",2
"00",404,1,"3459-23","ITAIM PAULISTA","METRÔ BRESSER",1
"00",32799,2,"6805-10","TERM. JOÃO DIAS","TERM. CAPELINHA",1
"00",32999,2,"273V-10","METRÔ PENHA","PARADA XV DE NOVEMBRO",2
"00",869,1,"1780-10","METRÔ PARADA INGLESA","JD. HEBRON",2
"00",34490,2,"7001-10","JD. ÂNGELA","VL. GILDA",2
"00",2335,1,"N301-11","TERM. PQ. D. PEDRO II","TERM. A. E. CARVALHO",4
"00",33356,2,"9653-10","PÇA. DO CORREIO","PEDRA BRANCA",1
"00",33982,2,"6036-10","TERM. CAPELINHA","JD. MACEDÔNIA",2
"00",2294,1,"N138-11","JD. PRINCESA","TERM. CACHOEIRINHA",1
"00",35179,2,"N706-11","TERM. PINHEIROS","TERM. CAMPO LIMPO",1
"00",2358,1,"N402-11","TERM. VL. CARRÃO","METRÔ ITAQUERA",1
"00",26,1,"6816-10","TERM. CAPELINHA","JD. MITSUTANI",1
"00",32793,2,"6815-10","TERM. CAPELINHA","JD. COMERCIAL",1
"00",33890,2,"5024-10","STO. AMARO","MISSIONÁRIA",1
"00",33366,2,"5611-10","PÇA. JOÃO MENDES","ELDORADO",2
"00",1202,1,"6010-10","TERM. GUARAPIRANGA","CHÁC. STA. MARIA",1
"00",1999,1,"7005-51","METRÔ CAPÃO REDONDO ","JD. VERA CRUZ",1
"00",33474,2,"278A-10","PENHA  ","METRÔ SANTANA",1
"00",33088,2,"4111-10","PÇA. DA REPÚBLICA","VL. MONUMENTO",1
"00",34419,2,"5105-10","TERM. MERCADO","TERM. SACOMÃ",3
"00",32846,2,"5630-10","METRÔ BRÁS","TERM. GRAJAÚ",1
"00",2420,1,"N739-11","JD. UNIVERSAL","TERM. CAPELINHA",1
"00",1016,1,"372U-10","METRÔ TATUAPÉ","VL. STA. ISABEL",1
"00",1211,1,"6028-10","TERM. STO. AMARO","RIVIERA",1
"00",33189,2,"8065-10","LAPA","VL. CLARICE",1
"00",35119,2,"N339-11","ARTUR ALVIM","METRÔ ITAQUERA",1
"00",35138,2,"N437-11","TERM. CID. TIRADENTES","CPTM GUAIANASES",1
"00",35066,2,"N142-11","TERM. CASA VERDE","TERM. PIRITUBA",1
"00",35101,2,"N244-11","JD. FLOR DE MAIO","METRÔ TUCURUVI",1
"00",2340,1,"N306-11","METRÔ ITAQUERA","TERM. SÃO MIGUEL",1
"00",34043,2,"502J-10","METRÔ STA. CRUZ","EST. AUTÓDROMO",4
"00",33370,2,"574A-10","LGO. CAMBUCI","AMERICANÓPOLIS",1
"00",1221,1,"6044-10","TERM. STO. AMARO","JD. D. JOSÉ",1
"00",32782,2,"6825-10","TERM. CAPELINHA","VALO VELHO",1
"00",2168,1,"407K-10","METRÔ CARRÃO","TERM. SÃO MATEUS",1
"00",884,1,"9090-10","TERM. CASA VERDE","PQ. TIETÊ",1
"00",2169,1,"407N-10","METRÔ PENHA","TERM. CID. TIRADENTES",2
"00",33928,2,"6073-10","TERM. VARGINHA","JD. STA. TEREZINHA",9
"00",700,1,"2182-10","PÇA. DO CORREIO","JD. BRASIL",1
"00",34430,2,"5032-10","TERM. SACOMÃ","VL. ARAPUÁ",1
"00",35158,2,"N538-11","JD. CELESTE","TERM. SACOMÃ",1
"00",35060,2,"N136-11","MORRO DOCE","TERM. LAPA",1
"00",342,1,"4742-10","METRÔ SÃO JUDAS","JD. CLÍMAX",1
"00",2346,1,"N334-11","CPTM GUAIANASES","TERM. A. E. CARVALHO",1
"00",33690,2,"2709-10","VL. UNIÃO","METRÔ PATRIARCA",2
"00",1912,1,"7049-10","TERM. CAMPO LIMPO","PQ. DO LAGO",11
"00",33674,2,"2021-10","CPTM GUAIANASES","JD. BANDEIRANTES",3
"00",34076,2,"5185-10","TERM. PQ. D. PEDRO II","TERM. GUARAPIRANGA",2
"00",34920,2,"7023-10","TERM. STO. AMARO","JD. NAKAMURA",1
"00",859,1,"172R-10","METRÔ BELÉM","JAÇANÃ",1
"00",1262,1,"8100-10","TERM. LAPA","TERM. PIRITUBA",1
